0.32002,0.32002,0.32002
0.32152,0.32152,0.32152
0.31808,0.31808,0.31808
0.31644,0.31644,0.31644
0.32004,0.32004,0.32004
0.32104,0.32104,0.32104
0.32053,0.32053,0.32053
0.32076,0.32076,0.32076
0.32633,0.32633,0.32633
0.32913,0.32913,0.32913
0.32744,0.32744,0.32744
0.33016,0.33016,0.33016
0.32731,0.32731,0.32731
0.32872,0.32872,0.32872
0.33043,0.33043,0.33043
0.32907,0.32907,0.32907
0.32902,0.32902,0.32902
0.33157,0.33157,0.33157
0.32736,0.32736,0.32736
0.33117,0.33117,0.33117
0.33090,0.33090,0.33090
0.32974,0.32974,0.32974
0.32832,0.32832,0.32832
0.32894,0.32894,0.32894
0.32911,0.32911,0.32911
0.33080,0.33080,0.33080
0.32968,0.32968,0.32968
0.32934,0.32934,0.32934
0.32902,0.32902,0.32902
0.33142,0.33142,0.33142
0.32730,0.32730,0.32730
0.33020,0.33020,0.33020
0.32817,0.32817,0.32817
0.32744,0.32744,0.32744
0.32911,0.32911,0.32911
0.32839,0.32839,0.32839
0.32704,0.32704,0.32704
0.32820,0.32820,0.32820
0.32570,0.32570,0.32570
0.32786,0.32786,0.32786
0.32497,0.32497,0.32497
0.32533,0.32533,0.32533
0.32208,0.32208,0.32208
0.32299,0.32299,0.32299
0.32182,0.32182,0.32182
0.32427,0.32427,0.32427
0.32068,0.32068,0.32068
0.32382,0.32382,0.32382
0.31879,0.31879,0.31879
0.32367,0.32367,0.32367
0.32127,0.32127,0.32127
0.31965,0.31965,0.31965
0.31961,0.31961,0.31961
0.32054,0.32054,0.32054
0.31875,0.31875,0.31875
0.31952,0.31952,0.31952
0.31708,0.31708,0.31708
0.31918,0.31918,0.31918
0.31659,0.31659,0.31659
0.32044,0.32044,0.32044
0.31812,0.31812,0.31812
0.31874,0.31874,0.31874
0.31640,0.31640,0.31640
0.31487,0.31487,0.31487
0.31860,0.31860,0.31860
0.31628,0.31628,0.31628
0.31433,0.31433,0.31433
0.31589,0.31589,0.31589
0.31494,0.31494,0.31494
0.31902,0.31902,0.31902
0.31838,0.31838,0.31838
0.31915,0.31915,0.31915
0.31703,0.31703,0.31703
0.31750,0.31750,0.31750
0.31693,0.31693,0.31693
0.31768,0.31768,0.31768
0.31818,0.31818,0.31818
0.31984,0.31984,0.31984
0.31576,0.31576,0.31576
0.32090,0.32090,0.32090
0.31823,0.31823,0.31823
0.32046,0.32046,0.32046
0.31888,0.31888,0.31888
0.33069,0.33069,0.33069
0.33398,0.33398,0.33398
0.33519,0.33519,0.33519
0.33278,0.33278,0.33278
0.33400,0.33400,0.33400
0.33206,0.33206,0.33206
0.33499,0.33499,0.33499
0.33330,0.33330,0.33330
0.33445,0.33445,0.33445
0.32921,0.32921,0.32921
0.32749,0.32749,0.32749
0.33158,0.33158,0.33158
0.33122,0.33122,0.33122
0.32811,0.32811,0.32811
0.32997,0.32997,0.32997
0.32737,0.32737,0.32737
0.33034,0.33034,0.33034
0.32784,0.32784,0.32784
0.32784,0.32784,0.32784
0.32545,0.32545,0.32545
0.32681,0.32681,0.32681
0.32585,0.32585,0.32585
0.32649,0.32649,0.32649
0.32503,0.32503,0.32503
0.32721,0.32721,0.32721
0.32471,0.32471,0.32471
0.32300,0.32300,0.32300
0.32283,0.32283,0.32283
0.32598,0.32598,0.32598
0.32693,0.32693,0.32693
0.32697,0.32697,0.32697
0.32960,0.32960,0.32960
0.33204,0.33204,0.33204
0.32997,0.32997,0.32997
0.33146,0.33146,0.33146
0.33158,0.33158,0.33158
0.33435,0.33435,0.33435
0.33097,0.33097,0.33097
0.33213,0.33213,0.33213
0.32950,0.32950,0.32950
0.33264,0.33264,0.33264
0.33700,0.33700,0.33700
0.33591,0.33591,0.33591
0.33390,0.33390,0.33390
0.33682,0.33682,0.33682
0.33277,0.33277,0.33277
0.33731,0.33731,0.33731
0.33621,0.33621,0.33621
0.33608,0.33608,0.33608
0.33315,0.33315,0.33315
0.33523,0.33523,0.33523
0.33720,0.33720,0.33720
0.33596,0.33596,0.33596
0.33498,0.33498,0.33498
0.33499,0.33499,0.33499
0.33236,0.33236,0.33236
0.33611,0.33611,0.33611
0.33336,0.33336,0.33336
0.33391,0.33391,0.33391
0.33055,0.33055,0.33055
0.33239,0.33239,0.33239
0.33185,0.33185,0.33185
0.33080,0.33080,0.33080
0.32885,0.32885,0.32885
0.32844,0.32844,0.32844
0.32831,0.32831,0.32831
0.32962,0.32962,0.32962
0.32781,0.32781,0.32781
0.32825,0.32825,0.32825
0.32553,0.32553,0.32553
0.32547,0.32547,0.32547
0.32727,0.32727,0.32727
0.32662,0.32662,0.32662
0.32297,0.32297,0.32297
0.32495,0.32495,0.32495
0.32317,0.32317,0.32317
0.32741,0.32741,0.32741
0.32397,0.32397,0.32397
0.32127,0.32127,0.32127
0.31713,0.31713,0.31713
0.32155,0.32155,0.32155
0.31935,0.31935,0.31935
0.31868,0.31868,0.31868
0.31864,0.318640.31864
0.32036,0.32036,0.32036
0.31494,0.31494,0.31494
0.32187,0.32187,0.32187
0.31662,0.31662,0.31662
0.31906,0.31906,0.31906
0.31578,0.31578,0.31578
0.31671,0.31671,0.31671
0.31379,0.31379,0.31379
0.31707,0.31707,0.31707
0.31281,0.31281,0.31281
0.31230,0.31230,0.31230
0.31444,0.31444,0.31444
0.31722,0.31722,0.31722
0.31253,0.31253,0.31253
0.31485,0.31485,0.31485
0.31184,0.31184,0.31184
0.29101,0.29101,0.29101
0.29451,0.29451,0.29451
0.29583,0.29583,0.29583
0.28802,0.28802,0.28802
0.29450,0.29450,0.29450
0.29094,0.29094,0.29094
0.29551,0.29551,0.29551
0.29164,0.29164,0.29164
0.29401,0.29401,0.29401
0.28703,0.28703,0.28703
0.29057,0.29057,0.29057
0.28894,0.28894,0.28894
0.29134,0.29134,0.29134
0.29204,0.29204,0.29204
0.28778,0.28778,0.28778
0.28365,0.28365,0.28365
0.29383,0.29383,0.29383
0.28414,0.28414,0.28414
0.28551,0.28551,0.28551
0.28167,0.28167,0.28167
0.28892,0.28892,0.28892
0.28709,0.28709,0.28709
0.29083,0.29083,0.29083
0.28558,0.28558,0.28558
0.26134,0.26134,0.26134
0.24816,0.24816,0.24816
0.23830,0.23830,0.23830
0.23180,0.23180,0.23180
0.24108,0.24108,0.24108
0.24035,0.24035,0.24035
0.24093,0.24093,0.24093
0.24723,0.24723,0.24723
0.25924,0.25924,0.25924
0.25801,0.25801,0.25801
0.25604,0.25604,0.25604
0.26050,0.26050,0.26050
0.27022,0.27022,0.27022
0.27220,0.27220,0.27220
0.26988,0.26988,0.26988
0.26937,0.26937,0.26937
0.28219,0.28219,0.28219
0.28592,0.28592,0.28592
0.28520,0.28520,0.28520
0.28431,0.28431,0.28431
0.29292,0.29292,0.29292
0.29053,0.29053,0.29053
0.29760,0.29760,0.29760
0.29470,0.29470,0.29470
0.30183,0.30183,0.30183
0.30203,0.30203,0.30203
0.30350,0.30350,0.30350
0.30648,0.30648,0.30648
0.31444,0.31444,0.31444
0.31033,0.31033,0.31033
0.31007,0.31007,0.31007
0.31060,0.31060,0.31060
0.32210,0.32210,0.32210
